record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,genus,species,taxa
3123,7,21,1980,24,NL,F,29.0,75.0,Neotoma,albigula,Rodent
3133,7,21,1980,24,NL,F,34.0,191.0,Neotoma,albigula,Rodent
3145,7,21,1980,20,NL,M,32.0,207.0,Neotoma,albigula,Rodent
3162,7,22,1980,14,NL,F,33.0,80.0,Neotoma,albigula,Rodent
3195,8,13,1980,24,NL,F,31.0,108.0,Neotoma,albigula,Rodent
3212,8,13,1980,11,NL,M,31.0,83.0,Neotoma,albigula,Rodent
3216,8,14,1980,3,NL,F,33.0,154.0,Neotoma,albigula,Rodent
3217,8,14,1980,12,NL,F,33.0,173.0,Neotoma,albigula,Rodent
3251,9,7,1980,24,NL,F,33.0,139.0,Neotoma,albigula,Rodent
3272,9,7,1980,11,NL,M,31.0,143.0,Neotoma,albigula,Rodent
3290,9,7,1980,20,NL,M,,205.0,Neotoma,albigula,Rodent
3300,9,8,1980,12,NL,F,32.0,172.0,Neotoma,albigula,Rodent
3343,10,11,1980,1,NL,M,31.0,171.0,Neotoma,albigula,Rodent
3351,10,11,1980,20,NL,M,31.0,212.0,Neotoma,albigula,Rodent
3374,10,12,1980,12,NL,F,33.0,200.0,Neotoma,albigula,Rodent
3412,11,8,1980,24,NL,F,34.0,193.0,Neotoma,albigula,Rodent
3426,11,8,1980,13,NL,F,31.0,124.0,Neotoma,albigula,Rodent
3429,11,8,1980,1,NL,M,33.0,153.0,Neotoma,albigula,Rodent
3440,11,8,1980,20,NL,M,33.0,191.0,Neotoma,albigula,Rodent
3511,11,9,1980,12,NL,F,31.0,193.0,Neotoma,albigula,Rodent
3552,12,15,1980,24,NL,F,33.0,198.0,Neotoma,albigula,Rodent
3557,12,15,1980,1,NL,M,33.0,174.0,Neotoma,albigula,Rodent
3649,12,16,1980,13,NL,F,31.0,120.0,Neotoma,albigula,Rodent
3650,12,16,1980,12,NL,F,33.0,189.0,Neotoma,albigula,Rodent
3669,12,16,1980,18,NL,F,35.0,189.0,Neotoma,albigula,Rodent
3679,12,16,1980,11,NL,M,31.0,116.0,Neotoma,albigula,Rodent
3691,1,11,1981,13,NL,F,29.0,118.0,Neotoma,albigula,Rodent
3693,1,11,1981,24,NL,F,32.0,192.0,Neotoma,albigula,Rodent
3747,1,12,1981,4,NL,F,33.0,200.0,Neotoma,albigula,Rodent
3777,1,12,1981,1,NL,M,35.0,173.0,Neotoma,albigula,Rodent
3785,1,12,1981,12,NL,F,33.0,199.0,Neotoma,albigula,Rodent
3814,1,31,1981,12,NL,F,32.0,195.0,Neotoma,albigula,Rodent
3816,1,31,1981,13,NL,F,30.0,135.0,Neotoma,albigula,Rodent
3839,1,31,1981,20,NL,M,32.0,218.0,Neotoma,albigula,Rodent
3887,2,1,1981,1,NL,M,34.0,174.0,Neotoma,albigula,Rodent
3935,3,8,1981,20,NL,M,36.0,223.0,Neotoma,albigula,Rodent
3997,3,9,1981,1,NL,M,34.0,177.0,Neotoma,albigula,Rodent
4054,4,5,1981,12,NL,F,,231.0,Neotoma,albigula,Rodent
4129,4,5,1981,14,NL,M,29.0,55.0,Neotoma,albigula,Rodent
4156,4,5,1981,20,NL,M,,192.0,Neotoma,albigula,Rodent
4302,4,6,1981,18,NL,M,,220.0,Neotoma,albigula,Rodent
4373,5,3,1981,24,NL,F,33.0,251.0,Neotoma,albigula,Rodent
4395,5,3,1981,18,NL,F,32.0,56.0,Neotoma,albigula,Rodent
4411,5,3,1981,24,NL,F,33.0,208.0,Neotoma,albigula,Rodent
4500,6,4,1981,14,NL,M,32.0,87.0,Neotoma,albigula,Rodent
4510,6,4,1981,14,NL,M,34.0,91.0,Neotoma,albigula,Rodent
4536,6,4,1981,14,NL,F,31.0,85.0,Neotoma,albigula,Rodent
4561,6,5,1981,18,NL,F,32.0,105.0,Neotoma,albigula,Rodent
4568,6,5,1981,24,NL,M,33.0,136.0,Neotoma,albigula,Rodent
4584,6,5,1981,18,NL,M,32.0,123.0,Neotoma,albigula,Rodent
4604,7,7,1981,17,NL,F,31.0,126.0,Neotoma,albigula,Rodent
4618,7,7,1981,24,NL,M,34.0,137.0,Neotoma,albigula,Rodent
4624,7,7,1981,1,NL,M,32.0,125.0,Neotoma,albigula,Rodent
4649,7,8,1981,15,NL,M,,158.0,Neotoma,albigula,Rodent
4667,7,8,1981,2,NL,F,30.0,130.0,Neotoma,albigula,Rodent
4676,7,8,1981,18,NL,F,31.0,76.0,Neotoma,albigula,Rodent
4692,7,30,1981,15,NL,M,33.0,174.0,Neotoma,albigula,Rodent
4713,7,30,1981,4,NL,M,34.0,175.0,Neotoma,albigula,Rodent
4756,8,30,1981,24,NL,M,,193.0,Neotoma,albigula,Rodent
4759,8,30,1981,24,NL,F,33.0,162.0,Neotoma,albigula,Rodent
4782,8,30,1981,11,NL,F,32.0,172.0,Neotoma,albigula,Rodent
4798,8,31,1981,8,NL,M,31.0,173.0,Neotoma,albigula,Rodent
4803,8,31,1981,9,NL,M,31.0,156.0,Neotoma,albigula,Rodent
4831,9,29,1981,21,NL,F,32.0,165.0,Neotoma,albigula,Rodent
4837,9,30,1981,5,NL,F,32.0,185.0,Neotoma,albigula,Rodent
4838,9,30,1981,11,NL,M,31.0,155.0,Neotoma,albigula,Rodent
4846,9,30,1981,11,NL,F,32.0,160.0,Neotoma,albigula,Rodent
4859,10,1,1981,2,NL,M,34.0,208.0,Neotoma,albigula,Rodent
4876,10,24,1981,12,NL,M,34.0,235.0,Neotoma,albigula,Rodent
4902,10,24,1981,21,NL,F,34.0,165.0,Neotoma,albigula,Rodent
4914,10,25,1981,11,NL,M,34.0,162.0,Neotoma,albigula,Rodent
4923,10,25,1981,11,NL,F,33.0,157.0,Neotoma,albigula,Rodent
4935,10,25,1981,13,NL,M,35.0,177.0,Neotoma,albigula,Rodent
4940,10,26,1981,3,NL,M,34.0,195.0,Neotoma,albigula,Rodent
4949,10,26,1981,1,NL,M,34.0,187.0,Neotoma,albigula,Rodent
4962,11,22,1981,12,NL,F,,264.0,Neotoma,albigula,Rodent
4974,11,22,1981,11,NL,M,,186.0,Neotoma,albigula,Rodent
4986,11,22,1981,11,NL,F,33.0,169.0,Neotoma,albigula,Rodent
4990,11,22,1981,20,NL,M,33.0,220.0,Neotoma,albigula,Rodent
5024,11,23,1981,5,NL,F,33.0,186.0,Neotoma,albigula,Rodent
5036,11,23,1981,3,NL,F,,157.0,Neotoma,albigula,Rodent
5041,11,23,1981,1,NL,M,33.0,194.0,Neotoma,albigula,Rodent
5048,11,23,1981,2,NL,M,34.0,192.0,Neotoma,albigula,Rodent
5069,11,23,1981,13,NL,M,,,Neotoma,albigula,Rodent
5104,12,30,1981,18,NL,F,35.0,212.0,Neotoma,albigula,Rodent
5116,12,31,1981,12,NL,M,31.0,83.0,Neotoma,albigula,Rodent
5117,12,31,1981,24,NL,F,33.0,134.0,Neotoma,albigula,Rodent
5127,12,31,1981,24,NL,M,34.0,157.0,Neotoma,albigula,Rodent
5134,12,31,1981,11,NL,M,33.0,180.0,Neotoma,albigula,Rodent
5161,1,1,1982,5,NL,F,33.0,193.0,Neotoma,albigula,Rodent
5163,1,1,1982,3,NL,F,34.0,163.0,Neotoma,albigula,Rodent
5180,1,1,1982,2,NL,M,,206.0,Neotoma,albigula,Rodent
5195,1,1,1982,6,NL,M,35.0,152.0,Neotoma,albigula,Rodent
5201,1,24,1982,12,NL,F,32.0,220.0,Neotoma,albigula,Rodent
5218,1,24,1982,11,NL,M,34.0,168.0,Neotoma,albigula,Rodent
5241,1,24,1982,11,NL,F,33.0,,Neotoma,albigula,Rodent
5266,1,24,1982,18,NL,F,32.0,195.0,Neotoma,albigula,Rodent
5276,1,25,1982,5,NL,F,32.0,194.0,Neotoma,albigula,Rodent
5299,1,25,1982,2,NL,F,32.0,165.0,Neotoma,albigula,Rodent
5338,2,22,1982,12,NL,F,32.0,226.0,Neotoma,albigula,Rodent
5344,2,22,1982,18,NL,M,32.0,100.0,Neotoma,albigula,Rodent
5349,2,22,1982,24,NL,M,33.0,226.0,Neotoma,albigula,Rodent
5373,2,22,1982,18,NL,F,31.0,88.0,Neotoma,albigula,Rodent
5389,2,23,1982,3,NL,F,33.0,145.0,Neotoma,albigula,Rodent
5400,2,23,1982,5,NL,F,32.0,248.0,Neotoma,albigula,Rodent
5401,2,23,1982,11,NL,M,34.0,198.0,Neotoma,albigula,Rodent
5403,2,23,1982,3,NL,M,35.0,211.0,Neotoma,albigula,Rodent
5458,2,23,1982,5,NL,M,34.0,235.0,Neotoma,albigula,Rodent
5485,2,24,1982,2,NL,M,34.0,202.0,Neotoma,albigula,Rodent
5517,3,29,1982,20,NL,F,32.0,164.0,Neotoma,albigula,Rodent
5552,3,29,1982,11,NL,M,34.0,212.0,Neotoma,albigula,Rodent
5558,3,29,1982,2,NL,M,33.0,211.0,Neotoma,albigula,Rodent
5583,3,29,1982,2,NL,M,31.0,120.0,Neotoma,albigula,Rodent
5607,3,30,1982,5,NL,F,32.0,190.0,Neotoma,albigula,Rodent
5612,3,30,1982,3,NL,F,31.0,103.0,Neotoma,albigula,Rodent
5632,3,30,1982,1,NL,F,31.0,109.0,Neotoma,albigula,Rodent
5702,4,28,1982,12,NL,F,33.0,217.0,Neotoma,albigula,Rodent
5740,4,28,1982,17,NL,F,32.0,146.0,Neotoma,albigula,Rodent
5768,4,29,1982,5,NL,F,29.0,106.0,Neotoma,albigula,Rodent
5771,4,29,1982,5,NL,F,32.0,203.0,Neotoma,albigula,Rodent
5783,4,29,1982,3,NL,M,33.0,114.0,Neotoma,albigula,Rodent
5797,4,29,1982,15,NL,M,31.0,129.0,Neotoma,albigula,Rodent
5836,5,21,1982,24,NL,F,33.0,183.0,Neotoma,albigula,Rodent
5837,5,21,1982,12,NL,M,32.0,102.0,Neotoma,albigula,Rodent
5838,5,21,1982,24,NL,M,32.0,127.0,Neotoma,albigula,Rodent
5846,5,21,1982,12,NL,M,34.0,252.0,Neotoma,albigula,Rodent
5871,5,21,1982,17,NL,F,32.0,152.0,Neotoma,albigula,Rodent
5885,5,21,1982,18,NL,M,33.0,164.0,Neotoma,albigula,Rodent
5900,5,21,1982,13,NL,F,32.0,140.0,Neotoma,albigula,Rodent
5920,5,22,1982,15,NL,M,33.0,164.0,Neotoma,albigula,Rodent
5922,5,22,1982,5,NL,F,33.0,210.0,Neotoma,albigula,Rodent
5930,5,22,1982,5,NL,F,33.0,205.0,Neotoma,albigula,Rodent
5938,5,22,1982,3,NL,M,35.0,136.0,Neotoma,albigula,Rodent
5966,5,22,1982,2,NL,F,32.0,40.0,Neotoma,albigula,Rodent
5981,6,28,1982,3,NL,M,35.0,173.0,Neotoma,albigula,Rodent
5995,6,28,1982,10,NL,M,,237.0,Neotoma,albigula,Rodent
5999,6,28,1982,15,NL,M,,183.0,Neotoma,albigula,Rodent
6009,6,28,1982,14,NL,,,83.0,Neotoma,albigula,Rodent
6020,6,28,1982,2,NL,M,33.0,222.0,Neotoma,albigula,Rodent
6022,6,28,1982,1,NL,F,33.0,143.0,Neotoma,albigula,Rodent
6023,6,28,1982,2,NL,F,30.0,100.0,Neotoma,albigula,Rodent
6036,6,28,1982,2,NL,F,33.0,120.0,Neotoma,albigula,Rodent
6044,6,28,1982,15,NL,F,,112.0,Neotoma,albigula,Rodent
6057,6,29,1982,24,NL,F,,181.0,Neotoma,albigula,Rodent
6059,6,29,1982,13,NL,F,31.0,124.0,Neotoma,albigula,Rodent
6105,6,29,1982,20,NL,F,,95.0,Neotoma,albigula,Rodent
6110,6,29,1982,16,NL,F,,99.0,Neotoma,albigula,Rodent
6113,6,29,1982,18,NL,M,,182.0,Neotoma,albigula,Rodent
6118,6,29,1982,17,NL,F,,146.0,Neotoma,albigula,Rodent
6167,7,25,1982,2,NL,M,,219.0,Neotoma,albigula,Rodent
6171,7,25,1982,5,NL,F,,195.0,Neotoma,albigula,Rodent
6187,7,25,1982,1,NL,F,,145.0,Neotoma,albigula,Rodent
6202,7,25,1982,9,NL,M,,,Neotoma,albigula,Rodent
6220,7,26,1982,13,NL,F,,139.0,Neotoma,albigula,Rodent
6225,7,26,1982,13,NL,M,,60.0,Neotoma,albigula,Rodent
6237,7,26,1982,24,NL,M,,204.0,Neotoma,albigula,Rodent
6240,7,26,1982,24,NL,M,,223.0,Neotoma,albigula,Rodent
6241,7,26,1982,24,NL,F,,184.0,Neotoma,albigula,Rodent
6264,7,26,1982,18,NL,M,,181.0,Neotoma,albigula,Rodent
6270,7,26,1982,17,NL,F,,139.0,Neotoma,albigula,Rodent
6280,7,26,1982,24,NL,F,,150.0,Neotoma,albigula,Rodent
6281,7,26,1982,17,NL,F,,114.0,Neotoma,albigula,Rodent
6283,7,26,1982,11,NL,F,,123.0,Neotoma,albigula,Rodent
6291,7,27,1982,16,NL,F,,109.0,Neotoma,albigula,Rodent
6296,7,27,1982,20,NL,F,,99.0,Neotoma,albigula,Rodent
6311,7,27,1982,16,NL,F,,108.0,Neotoma,albigula,Rodent
6314,7,27,1982,20,NL,F,,120.0,Neotoma,albigula,Rodent
6315,7,27,1982,20,NL,F,,184.0,Neotoma,albigula,Rodent
6355,8,15,1982,24,NL,,,136.0,Neotoma,albigula,Rodent
6383,8,15,1982,20,NL,F,31.0,116.0,Neotoma,albigula,Rodent
6387,8,15,1982,20,NL,M,32.0,146.0,Neotoma,albigula,Rodent
6397,8,15,1982,17,NL,F,31.0,142.0,Neotoma,albigula,Rodent
6424,8,15,1982,20,NL,F,31.0,172.0,Neotoma,albigula,Rodent
6436,8,16,1982,5,NL,,,202.0,Neotoma,albigula,Rodent
6476,8,16,1982,15,NL,M,33.0,178.0,Neotoma,albigula,Rodent
6479,8,16,1982,2,NL,F,31.0,112.0,Neotoma,albigula,Rodent
6488,8,16,1982,15,NL,F,30.0,137.0,Neotoma,albigula,Rodent
6490,8,16,1982,9,NL,M,32.0,117.0,Neotoma,albigula,Rodent
6500,8,16,1982,2,NL,F,33.0,152.0,Neotoma,albigula,Rodent
6509,8,16,1982,13,NL,F,31.0,,Neotoma,albigula,Rodent
6515,9,18,1982,9,NL,M,33.0,159.0,Neotoma,albigula,Rodent
6543,9,18,1982,5,NL,F,32.0,213.0,Neotoma,albigula,Rodent
6555,9,18,1982,11,NL,F,32.0,189.0,Neotoma,albigula,Rodent
6633,9,19,1982,17,NL,F,32.0,150.0,Neotoma,albigula,Rodent
6640,9,19,1982,20,NL,F,33.0,184.0,Neotoma,albigula,Rodent
6664,10,23,1982,5,NL,F,32.0,205.0,Neotoma,albigula,Rodent
6685,10,23,1982,12,NL,F,33.0,219.0,Neotoma,albigula,Rodent
6738,10,23,1982,12,NL,M,31.0,97.0,Neotoma,albigula,Rodent
6756,10,23,1982,15,NL,M,34.0,185.0,Neotoma,albigula,Rodent
6881,10,24,1982,20,NL,F,33.0,147.0,Neotoma,albigula,Rodent
6897,10,24,1982,18,NL,,,,Neotoma,albigula,Rodent
6962,11,21,1982,13,NL,M,34.0,160.0,Neotoma,albigula,Rodent
7019,11,21,1982,17,NL,F,31.0,143.0,Neotoma,albigula,Rodent
7024,11,21,1982,20,NL,F,32.0,143.0,Neotoma,albigula,Rodent
7030,11,21,1982,24,NL,F,30.0,162.0,Neotoma,albigula,Rodent
7052,11,22,1982,12,NL,F,32.0,118.0,Neotoma,albigula,Rodent
7055,11,22,1982,12,NL,F,32.0,235.0,Neotoma,albigula,Rodent
7057,11,22,1982,3,NL,M,33.0,200.0,Neotoma,albigula,Rodent
7059,11,22,1982,5,NL,F,30.0,176.0,Neotoma,albigula,Rodent
7077,11,22,1982,11,NL,,,,Neotoma,albigula,Rodent
7145,1,12,1983,12,NL,M,32.0,239.0,Neotoma,albigula,Rodent
7149,1,12,1983,11,NL,F,32.0,208.0,Neotoma,albigula,Rodent
7200,1,12,1983,17,NL,F,29.0,145.0,Neotoma,albigula,Rodent
7356,2,26,1983,18,NL,M,33.0,235.0,Neotoma,albigula,Rodent
7644,4,16,1983,12,NL,M,32.0,94.0,Neotoma,albigula,Rodent
7649,4,16,1983,17,NL,F,28.0,44.0,Neotoma,albigula,Rodent
7689,4,16,1983,14,NL,F,32.0,125.0,Neotoma,albigula,Rodent
7849,5,14,1983,20,NL,F,31.0,151.0,Neotoma,albigula,Rodent
7851,5,14,1983,14,NL,F,32.0,142.0,Neotoma,albigula,Rodent
7857,5,14,1983,24,NL,F,32.0,100.0,Neotoma,albigula,Rodent
7896,5,15,1983,3,NL,F,33.0,110.0,Neotoma,albigula,Rodent
7902,5,15,1983,6,NL,F,31.0,116.0,Neotoma,albigula,Rodent
7937,6,17,1983,20,NL,F,31.0,,Neotoma,albigula,Rodent
7949,6,17,1983,20,NL,M,30.0,30.0,Neotoma,albigula,Rodent
7955,6,17,1983,22,NL,F,30.0,88.0,Neotoma,albigula,Rodent
7959,6,17,1983,18,NL,F,32.0,162.0,Neotoma,albigula,Rodent
7967,6,17,1983,20,NL,F,32.0,150.0,Neotoma,albigula,Rodent
7990,6,17,1983,17,NL,M,32.0,180.0,Neotoma,albigula,Rodent
8002,6,18,1983,3,NL,F,32.0,150.0,Neotoma,albigula,Rodent
8022,6,18,1983,2,NL,F,30.0,126.0,Neotoma,albigula,Rodent
8033,6,18,1983,15,NL,F,29.0,117.0,Neotoma,albigula,Rodent
8062,7,16,1983,18,NL,F,33.0,172.0,Neotoma,albigula,Rodent
